id,ent_origine,client,quantity,delivery_date,shipping_costs,delivery_state
56026,48,2427,0.74,2020-1-19,0.0,livre
56027,8,532,4.93,2020-6-3,0.0,livre
56028,13,490,4.99,2020-6-24,0.0,livre
56029,19,4291,1.73,2020-3-7,0.0,livre
56030,8,8135,7.09,2020-3-5,0.0,livre
56031,50,7543,2.43,2020-2-14,0.0,livre
56032,47,1463,4.31,2020-12-15,0.0,en cour
56033,9,7977,9.59,2020-6-13,0.0,livre
56034,27,650,3.47,2020-11-3,0.0,livre
56035,28,3281,5.07,2020-2-20,0.0,livre
56036,19,7088,6.64,2020-4-1,0.0,livre
56037,24,8764,6.36,2020-6-7,0.0,livre
56038,3,3585,4.66,2020-6-17,0.0,livre
56039,49,7826,4.06,2020-5-26,0.0,livre
56040,24,8864,5.36,2020-9-22,0.0,livre
56041,28,719,5.68,2020-1-11,0.0,livre
56042,30,1448,8.77,2020-10-30,0.0,livre
56043,22,8785,6.73,2020-8-6,0.0,livre
56044,39,7721,2.85,2020-9-4,0.0,livre
56045,14,196,3.61,2020-6-16,0.0,livre
56046,18,995,3.57,2020-3-4,0.0,livre
56047,8,2123,9.35,2020-2-16,0.0,livre
56048,33,4254,3.09,2020-2-26,0.0,livre
56049,13,3055,3.47,2020-5-3,0.0,livre
56050,15,213,2.1,2020-7-21,0.0,livre
56051,16,4060,2.07,2020-2-21,0.0,livre
56052,38,850,1.29,2020-3-29,0.0,livre
56053,10,8969,1.58,2020-5-18,0.0,livre
56054,46,3207,4.63,2020-7-8,0.0,livre
56055,18,7013,7.86,2020-8-3,0.0,livre
56056,25,10,8.57,2020-2-6,0.0,livre
56057,11,1608,6.76,2020-3-28,0.0,livre
56058,48,1514,6.38,2020-11-14,0.0,livre
56059,6,8289,8.74,2020-8-9,0.0,livre
56060,35,3412,0.76,2020-8-26,0.0,livre
56061,0,5730,8.67,2020-2-21,0.0,livre
56062,20,412,1.09,2020-1-5,0.0,livre
56063,26,5886,8.29,2020-5-14,0.0,livre
56064,32,8259,5.2,2020-1-23,0.0,livre
56065,21,6839,2.11,2020-7-12,0.0,livre
56066,11,3538,0.55,2020-11-10,0.0,livre
56067,25,285,1.65,2020-9-12,0.0,livre
56068,9,5079,7.55,2020-6-22,0.0,livre
56069,46,1184,1.93,2020-4-2,0.0,livre
56070,14,2969,0.75,2020-5-16,0.0,livre
56071,17,3787,3.43,2020-12-21,0.0,en cour
56072,26,4733,9.47,2020-11-27,0.0,livre
56073,16,5225,5.81,2020-7-4,0.0,livre
56074,3,5290,2.87,2020-8-31,0.0,livre
56075,33,3481,2.36,2020-5-29,0.0,livre
56076,42,5486,8.81,2020-3-28,0.0,livre
56077,48,4837,8.35,2020-12-19,0.0,en cour
56078,23,8702,9.73,2020-4-7,0.0,livre
56079,10,1290,5.19,2020-7-7,0.0,livre
56080,11,8948,9.44,2020-7-25,0.0,livre
56081,7,4891,4.89,2020-3-11,0.0,livre
56082,22,5911,8.18,2020-8-14,0.0,livre
56083,13,2831,3.98,2020-3-10,0.0,livre
56084,13,4665,3.42,2020-3-31,0.0,livre
56085,9,4418,6.73,2020-11-19,0.0,livre
56086,12,6993,4.57,2020-3-20,0.0,livre
56087,33,6916,3.48,2020-2-4,0.0,livre
56088,3,2442,3.76,2020-11-27,0.0,livre
56089,45,8776,7.77,2020-1-19,0.0,livre
56090,3,8935,7.88,2020-6-28,0.0,livre
56091,38,1865,1.52,2020-12-6,0.0,en cour
56092,20,8295,9.64,2020-5-19,0.0,livre
56093,24,6771,6.92,2020-9-3,0.0,livre
56094,45,5193,3.44,2020-3-9,0.0,livre
56095,42,8800,9.11,2020-10-23,0.0,livre
56096,45,3704,8.36,2020-1-11,0.0,livre
56097,27,160,8.57,2020-12-9,0.0,en cour
56098,17,2461,3.17,2020-12-23,0.0,en cour
56099,28,7663,8.32,2020-10-6,0.0,livre
56100,16,4545,3.01,2020-1-23,0.0,livre
56101,45,6866,1.32,2020-1-22,0.0,livre
56102,2,3266,9.25,2020-1-30,0.0,livre
56103,32,4015,1.94,2020-5-4,0.0,livre
56104,42,4073,0.23,2020-1-20,0.0,livre
56105,23,1901,7.79,2020-9-29,0.0,livre
56106,3,1128,6.81,2020-8-25,0.0,livre
56107,16,6531,2.51,2020-3-29,0.0,livre
56108,29,3916,7.11,2020-1-12,0.0,livre
56109,28,3778,7.81,2020-4-3,0.0,livre
56110,8,101,3.1,2020-5-31,0.0,livre
56111,41,893,7.28,2020-1-30,0.0,livre
56112,48,1028,5.85,2020-12-8,0.0,en cour
56113,37,3730,3.03,2020-1-24,0.0,livre
56114,16,5742,7.1,2020-2-28,0.0,livre
56115,5,3760,1.41,2020-3-26,0.0,livre
56116,0,2659,4.93,2020-7-19,0.0,livre
56117,32,6935,7.59,2020-10-30,0.0,livre
56118,32,4186,6.46,2020-11-30,0.0,livre
56119,26,7443,1.47,2020-12-15,0.0,en cour
56120,3,3848,6.37,2020-4-20,0.0,livre
56121,16,5129,8.13,2020-9-23,0.0,livre
56122,20,1691,9.97,2020-12-18,0.0,en cour
56123,22,228,7.58,2020-9-9,0.0,livre
56124,50,1468,6.68,2020-1-30,0.0,livre
56125,17,8704,0.5,2020-11-15,0.0,livre
56126,28,7476,2.61,2020-11-20,0.0,livre
56127,38,1137,3.69,2020-3-30,0.0,livre
56128,15,6114,2.59,2020-6-30,0.0,livre
56129,1,6021,9.43,2020-11-12,0.0,livre
56130,17,1902,8.2,2020-2-8,0.0,livre
56131,20,890,2.55,2020-3-2,0.0,livre
56132,24,807,7.68,2020-3-31,0.0,livre
56133,10,845,2.98,2020-8-14,0.0,livre
56134,6,6498,6.09,2020-12-25,0.0,en cour
56135,7,2,7.83,2020-5-3,0.0,livre
56136,32,2294,8.44,2020-3-22,0.0,livre
56137,25,5894,9.29,2020-2-4,0.0,livre
56138,26,2718,9.47,2020-5-10,0.0,livre
56139,2,4803,1.41,2020-1-13,0.0,livre
56140,49,7322,1.78,2020-10-18,0.0,livre
56141,1,3420,6.06,2020-6-29,0.0,livre
56142,50,6896,0.17,2020-11-22,0.0,livre
56143,34,7381,4.97,2020-3-17,0.0,livre
56144,13,8475,0.41,2020-7-20,0.0,livre
56145,23,8094,0.94,2020-8-6,0.0,livre
56146,15,1027,5.86,2020-5-31,0.0,livre
56147,18,1945,2.44,2020-5-16,0.0,livre
56148,14,2382,1.75,2020-4-17,0.0,livre
56149,2,5084,0.44,2020-7-25,0.0,livre
56150,50,4098,8.81,2020-6-23,0.0,livre
56151,20,3711,3.51,2020-2-19,0.0,livre
56152,24,550,6.22,2020-9-5,0.0,livre
56153,23,7439,5.43,2020-1-6,0.0,livre
56154,31,614,5.36,2020-10-29,0.0,livre
56155,37,8489,6.57,2020-5-6,0.0,livre
56156,8,1165,2.3,2020-7-25,0.0,livre
56157,32,7171,1.52,2020-11-17,0.0,livre
56158,47,3936,2.33,2020-2-1,0.0,livre
56159,12,7754,9.08,2020-12-21,0.0,en cour
56160,28,961,8.25,2020-1-25,0.0,livre
56161,11,3771,1.87,2020-2-12,0.0,livre
56162,21,8840,7.6,2020-1-9,0.0,livre
56163,6,3974,3.69,2020-9-22,0.0,livre
56164,23,357,8.06,2020-12-11,0.0,en cour
56165,31,6722,7.89,2020-4-18,0.0,livre
56166,17,4040,5.32,2020-2-30,0.0,livre
56167,27,8948,5.4,2020-12-27,0.0,en cour
56168,25,1270,6.25,2020-1-19,0.0,livre
56169,22,2052,6.94,2020-1-6,0.0,livre
56170,36,8399,2.74,2020-7-15,0.0,livre
56171,15,4979,8.25,2020-9-23,0.0,livre
56172,9,5503,1.04,2020-3-31,0.0,livre
56173,38,6394,2.42,2020-6-12,0.0,livre
56174,20,4750,7.74,2020-6-1,0.0,livre
56175,13,2201,4.69,2020-5-31,0.0,livre
56176,8,6071,3.17,2020-6-21,0.0,livre
56177,26,6413,2.98,2020-6-13,0.0,livre
56178,38,7377,1.94,2020-7-4,0.0,livre
56179,29,513,1.3,2020-5-3,0.0,livre
56180,40,2625,3.98,2020-9-1,0.0,livre
56181,27,1901,4.41,2020-7-4,0.0,livre
56182,31,4457,6.24,2020-2-15,0.0,livre
56183,20,4640,2.66,2020-10-7,0.0,livre
56184,40,6378,5.61,2020-1-7,0.0,livre
56185,31,2758,3.46,2020-11-23,0.0,livre
56186,49,5147,4.74,2020-12-28,0.0,en cour
56187,0,8005,2.86,2020-12-17,0.0,en cour
56188,6,1825,6.63,2020-3-4,0.0,livre
56189,0,7455,8.25,2020-5-2,0.0,livre
56190,20,7016,3.54,2020-3-18,0.0,livre
56191,46,522,5.33,2020-7-28,0.0,livre
56192,46,5066,6.46,2020-7-15,0.0,livre
56193,28,4997,4.08,2020-1-9,0.0,livre
56194,5,368,1.16,2020-7-6,0.0,livre
56195,19,42,8.3,2020-3-26,0.0,livre
56196,29,7320,4.8,2020-12-5,0.0,en cour
56197,1,7209,9.84,2020-8-1,0.0,livre
56198,7,2545,7.73,2020-9-21,0.0,livre
56199,13,2334,1.12,2020-2-15,0.0,livre
56200,32,2993,3.27,2020-5-13,0.0,livre
56201,2,978,0.38,2020-2-13,0.0,livre
56202,44,8701,6.25,2020-10-5,0.0,livre
56203,20,1278,6.62,2020-8-5,0.0,livre
56204,50,7216,9.37,2020-1-19,0.0,livre
56205,18,556,6.45,2020-8-5,0.0,livre
56206,18,1143,0.73,2020-5-20,0.0,livre
56207,13,4327,4.16,2020-4-27,0.0,livre
56208,14,917,2.07,2020-10-27,0.0,livre
56209,36,4340,4.88,2020-9-12,0.0,livre
56210,7,5165,8.14,2020-5-24,0.0,livre
56211,46,4755,2.49,2020-10-21,0.0,livre
56212,31,8004,4.25,2020-11-17,0.0,livre
56213,29,601,8.64,2020-9-23,0.0,livre
56214,36,4682,9.69,2020-10-15,0.0,livre
56215,48,8274,9.49,2020-7-21,0.0,livre
56216,42,1998,1.32,2020-8-25,0.0,livre
56217,1,8226,0.23,2020-1-11,0.0,livre
56218,16,648,9.59,2020-1-29,0.0,livre
56219,42,8811,4.08,2020-10-10,0.0,livre
56220,29,2368,7.93,2020-7-18,0.0,livre
56221,48,8727,6.74,2020-2-16,0.0,livre
56222,18,2874,2.49,2020-6-20,0.0,livre
56223,49,4291,3.46,2020-4-10,0.0,livre
56224,36,5076,7.97,2020-12-11,0.0,en cour
56225,20,6315,3.73,2020-9-18,0.0,livre
56226,11,3003,0.66,2020-10-23,0.0,livre
56227,16,6173,0.11,2020-6-30,0.0,livre
56228,43,7412,3.11,2020-3-18,0.0,livre
56229,17,4780,6.75,2020-1-14,0.0,livre
56230,1,6768,3.33,2020-8-14,0.0,livre
56231,37,1252,2.91,2020-5-19,0.0,livre
56232,26,1267,3.61,2020-3-12,0.0,livre
56233,8,8669,2.14,2020-5-6,0.0,livre
56234,2,2018,2.87,2020-5-7,0.0,livre
56235,5,2547,2.79,2020-7-6,0.0,livre
56236,13,4175,9.89,2020-4-18,0.0,livre
56237,14,8846,5.45,2020-1-11,0.0,livre
56238,46,2565,6.08,2020-3-30,0.0,livre
56239,43,3128,8.06,2020-8-19,0.0,livre
56240,6,2195,4.68,2020-11-17,0.0,livre
56241,26,8630,4.08,2020-5-14,0.0,livre
56242,16,122,6.12,2020-3-31,0.0,livre
56243,14,6722,4.08,2020-11-13,0.0,livre
56244,32,6375,9.33,2020-7-21,0.0,livre
56245,50,4153,9.81,2020-6-13,0.0,livre
56246,8,4042,2.64,2020-11-6,0.0,livre
56247,31,6673,3.57,2020-2-20,0.0,livre
56248,15,6810,9.59,2020-4-30,0.0,livre
56249,7,4644,7.9,2020-6-9,0.0,livre
56250,4,8526,6.24,2020-1-7,0.0,livre
56251,34,5061,8.88,2020-7-14,0.0,livre
56252,9,4460,4.74,2020-12-7,0.0,en cour
56253,2,5557,3.17,2020-4-24,0.0,livre
56254,28,6861,9.66,2020-4-3,0.0,livre
56255,19,6369,2.62,2020-1-3,0.0,livre
56256,44,2444,1.7,2020-1-22,0.0,livre
56257,5,72,7.51,2020-7-19,0.0,livre
56258,49,7744,8.7,2020-4-26,0.0,livre
56259,46,4968,1.63,2020-9-25,0.0,livre
56260,16,7871,5.23,2020-9-18,0.0,livre
56261,27,4305,7.84,2020-9-6,0.0,livre
56262,33,257,3.88,2020-5-7,0.0,livre
56263,10,7705,5.89,2020-10-13,0.0,livre
56264,29,6570,4.98,2020-10-30,0.0,livre
56265,39,1808,0.53,2020-4-20,0.0,livre
56266,35,4257,1.75,2020-12-19,0.0,en cour
56267,25,1026,7.5,2020-12-24,0.0,en cour
56268,48,3241,8.2,2020-5-24,0.0,livre
56269,6,872,7.4,2020-8-24,0.0,livre
56270,6,5572,3.21,2020-5-8,0.0,livre
56271,49,150,6.7,2020-9-9,0.0,livre
56272,6,1143,0.8,2020-10-1,0.0,livre
56273,48,4105,9.09,2020-11-23,0.0,livre
56274,34,2405,7.15,2020-2-27,0.0,livre
56275,39,1684,0.11,2020-9-11,0.0,livre
56276,16,2710,0.16,2020-3-18,0.0,livre
56277,21,8742,7.9,2020-6-5,0.0,livre
56278,50,1209,6.96,2020-12-20,0.0,en cour
56279,45,4481,8.85,2020-4-19,0.0,livre
56280,11,3489,6.4,2020-7-2,0.0,livre
56281,32,3069,7.42,2020-5-13,0.0,livre
56282,49,3021,5.47,2020-2-18,0.0,livre
56283,45,4649,0.48,2020-7-12,0.0,livre
56284,45,8765,3.87,2020-11-9,0.0,livre
56285,50,6975,0.17,2020-1-16,0.0,livre
56286,23,5048,1.09,2020-9-29,0.0,livre
56287,48,2747,8.45,2020-12-14,0.0,en cour
56288,20,1415,3.25,2020-4-27,0.0,livre
56289,41,7527,8.93,2020-12-17,0.0,en cour
56290,40,3122,8.71,2020-11-15,0.0,livre
56291,31,369,0.05,2020-10-7,0.0,livre
56292,10,4818,2.19,2020-9-25,0.0,livre
56293,14,2316,8.61,2020-7-13,0.0,livre
56294,27,8799,1.0,2020-2-18,0.0,livre
56295,23,5200,7.3,2020-8-19,0.0,livre
56296,8,3581,9.64,2020-8-9,0.0,livre
56297,41,8941,4.03,2020-5-4,0.0,livre
56298,2,5374,4.52,2020-6-2,0.0,livre
56299,40,7913,8.91,2020-10-16,0.0,livre
56300,8,7373,7.53,2020-12-14,0.0,en cour
56301,16,1343,4.43,2020-11-7,0.0,livre
56302,6,6533,4.61,2020-1-1,0.0,livre
56303,13,261,1.97,2020-1-11,0.0,livre
56304,12,64,2.94,2020-2-29,0.0,livre
56305,42,235,7.81,2020-12-15,0.0,en cour
56306,44,1766,0.52,2020-11-30,0.0,livre
56307,1,2609,5.27,2020-10-24,0.0,livre
56308,13,422,2.63,2020-10-17,0.0,livre
56309,44,5152,2.2,2020-11-19,0.0,livre
56310,47,4346,7.46,2020-11-12,0.0,livre
56311,30,3422,5.0,2020-6-15,0.0,livre
56312,16,2067,7.48,2020-9-27,0.0,livre
56313,40,7726,8.47,2020-3-31,0.0,livre
56314,17,7929,6.04,2020-2-30,0.0,livre
56315,1,4689,3.91,2020-10-24,0.0,livre
56316,32,2430,2.99,2020-2-4,0.0,livre
56317,43,3834,6.06,2020-8-29,0.0,livre
56318,47,5821,0.87,2020-12-5,0.0,en cour
56319,25,6965,2.17,2020-1-2,0.0,livre
56320,16,3699,7.03,2020-3-26,0.0,livre
56321,26,4786,0.41,2020-5-14,0.0,livre
56322,21,4569,0.73,2020-11-17,0.0,livre
56323,15,3253,9.57,2020-8-29,0.0,livre
56324,14,7626,7.45,2020-6-17,0.0,livre
56325,13,3387,1.61,2020-3-22,0.0,livre
56326,48,8458,1.52,2020-2-14,0.0,livre
56327,4,309,3.58,2020-3-12,0.0,livre
56328,18,6661,1.84,2020-1-13,0.0,livre
56329,0,5914,0.23,2020-3-17,0.0,livre
56330,29,6339,7.93,2020-1-16,0.0,livre
56331,13,4273,2.72,2020-8-22,0.0,livre
56332,12,1655,5.0,2020-1-1,0.0,livre
56333,6,6343,6.15,2020-4-28,0.0,livre
56334,40,2976,0.69,2020-2-29,0.0,livre
56335,39,2527,0.95,2020-10-24,0.0,livre
56336,17,387,4.56,2020-7-1,0.0,livre
56337,20,2165,1.07,2020-9-2,0.0,livre
56338,7,1723,0.1,2020-1-11,0.0,livre
56339,48,6111,4.88,2020-5-19,0.0,livre
56340,36,1243,0.75,2020-11-9,0.0,livre
56341,46,6967,8.22,2020-1-28,0.0,livre
56342,14,4989,7.93,2020-1-9,0.0,livre
56343,40,3877,4.4,2020-6-15,0.0,livre
56344,28,7828,3.43,2020-2-5,0.0,livre
56345,25,1504,2.51,2020-6-3,0.0,livre
56346,31,7341,5.26,2020-10-27,0.0,livre
56347,5,7816,1.58,2020-7-31,0.0,livre
56348,15,2130,0.39,2020-8-26,0.0,livre
56349,24,7343,1.78,2020-1-7,0.0,livre
56350,24,1131,4.58,2020-12-3,0.0,en cour
56351,8,2676,4.8,2020-6-6,0.0,livre
56352,45,6149,3.61,2020-8-9,0.0,livre
56353,1,4556,6.86,2020-11-16,0.0,livre
56354,43,6583,7.32,2020-10-29,0.0,livre
56355,19,394,7.07,2020-2-4,0.0,livre
56356,10,925,9.61,2020-5-17,0.0,livre
56357,13,5566,8.96,2020-11-27,0.0,livre
56358,45,5202,8.0,2020-1-10,0.0,livre
56359,7,197,7.98,2020-2-20,0.0,livre
56360,28,795,5.69,2020-5-27,0.0,livre
56361,44,56,9.97,2020-4-10,0.0,livre
56362,18,3426,5.61,2020-5-30,0.0,livre
56363,29,2572,3.68,2020-9-29,0.0,livre
56364,45,3294,6.69,2020-2-18,0.0,livre
56365,42,2210,9.26,2020-7-10,0.0,livre
56366,34,4954,4.85,2020-9-9,0.0,livre
56367,25,8147,1.17,2020-9-22,0.0,livre
56368,24,8721,6.44,2020-7-29,0.0,livre
56369,13,4471,9.22,2020-6-2,0.0,livre
56370,21,6612,9.52,2020-7-1,0.0,livre
56371,44,5094,4.97,2020-9-29,0.0,livre
56372,1,7347,8.58,2020-9-13,0.0,livre
56373,10,3118,1.45,2020-2-22,0.0,livre
56374,11,2879,5.31,2020-1-15,0.0,livre
56375,16,3503,9.26,2020-9-14,0.0,livre
56376,8,6769,2.24,2020-5-4,0.0,livre
56377,25,724,5.32,2020-1-2,0.0,livre
56378,7,1800,1.9,2020-1-23,0.0,livre
56379,38,6737,9.57,2020-6-5,0.0,livre
56380,8,2216,4.01,2020-10-22,0.0,livre
56381,6,6192,3.11,2020-5-20,0.0,livre
56382,0,816,3.76,2020-10-7,0.0,livre
56383,36,198,4.07,2020-9-15,0.0,livre
56384,17,2599,6.84,2020-11-7,0.0,livre
56385,21,7008,6.72,2020-9-1,0.0,livre
56386,36,4513,3.13,2020-12-11,0.0,en cour
56387,4,8180,8.49,2020-5-23,0.0,livre
56388,15,6852,8.02,2020-1-5,0.0,livre
56389,43,8617,9.25,2020-2-26,0.0,livre
56390,47,6034,6.23,2020-6-13,0.0,livre
56391,19,5170,3.0,2020-5-25,0.0,livre
56392,48,4409,2.48,2020-2-16,0.0,livre
56393,35,1488,1.91,2020-4-22,0.0,livre
56394,10,6089,0.5,2020-6-11,0.0,livre
56395,5,7512,3.76,2020-4-13,0.0,livre
56396,25,2164,4.34,2020-6-28,0.0,livre
56397,45,1154,2.38,2020-12-1,0.0,en cour
56398,37,1318,2.8,2020-12-29,0.0,en cour
56399,47,8995,8.87,2020-6-29,0.0,livre
56400,25,25,6.61,2020-8-31,0.0,livre
56401,37,5925,4.76,2020-12-23,0.0,en cour
56402,7,5301,1.78,2020-12-1,0.0,en cour
56403,37,6386,6.86,2020-7-27,0.0,livre
56404,31,7790,0.49,2020-9-19,0.0,livre
56405,9,1855,7.92,2020-12-1,0.0,en cour
56406,19,7153,1.75,2020-1-24,0.0,livre
56407,22,8012,8.63,2020-6-15,0.0,livre
56408,2,1707,3.04,2020-12-27,0.0,en cour
56409,3,5400,1.33,2020-5-2,0.0,livre
56410,1,6997,6.76,2020-11-2,0.0,livre
56411,43,6123,3.43,2020-8-22,0.0,livre
56412,15,7704,4.34,2020-4-11,0.0,livre
56413,36,4815,7.16,2020-8-18,0.0,livre
56414,17,7102,2.56,2020-3-30,0.0,livre
56415,16,8966,0.32,2020-2-30,0.0,livre
56416,48,5326,6.01,2020-6-14,0.0,livre
56417,43,7990,9.68,2020-8-16,0.0,livre
56418,17,8436,2.49,2020-7-6,0.0,livre
56419,19,332,6.08,2020-9-28,0.0,livre
56420,11,6605,4.71,2020-11-15,0.0,livre
56421,20,5473,8.86,2020-12-13,0.0,en cour
56422,15,3486,3.24,2020-8-4,0.0,livre
56423,28,4665,5.67,2020-10-13,0.0,livre
56424,4,7282,5.38,2020-6-14,0.0,livre
56425,3,4362,2.88,2020-10-29,0.0,livre
56426,38,8712,6.19,2020-7-20,0.0,livre
56427,21,4455,5.16,2020-11-30,0.0,livre
56428,7,7650,6.33,2020-8-26,0.0,livre
56429,17,3940,5.66,2020-8-20,0.0,livre
56430,20,2329,6.65,2020-11-23,0.0,livre
56431,11,2455,1.53,2020-5-17,0.0,livre
56432,4,8291,6.3,2020-4-16,0.0,livre
56433,48,8002,9.7,2020-10-22,0.0,livre
56434,32,3270,9.36,2020-10-26,0.0,livre
56435,17,3997,6.18,2020-5-4,0.0,livre
56436,2,3096,6.74,2020-1-17,0.0,livre
56437,41,1871,2.75,2020-6-19,0.0,livre
56438,5,8876,5.68,2020-3-20,0.0,livre
56439,8,8207,3.52,2020-2-22,0.0,livre
56440,10,4140,7.27,2020-9-23,0.0,livre
56441,4,6858,7.33,2020-2-27,0.0,livre
56442,44,733,9.3,2020-10-27,0.0,livre
56443,38,7689,0.03,2020-4-28,0.0,livre
56444,45,493,6.9,2020-11-5,0.0,livre
56445,23,8659,0.27,2020-8-18,0.0,livre
56446,6,3405,9.48,2020-11-17,0.0,livre
56447,12,8080,0.23,2020-12-18,0.0,en cour
56448,39,7304,4.37,2020-3-28,0.0,livre
56449,6,3626,2.54,2020-1-15,0.0,livre
56450,31,4018,8.34,2020-7-11,0.0,livre
56451,40,446,5.06,2020-5-6,0.0,livre
56452,20,8067,5.36,2020-6-17,0.0,livre
56453,19,811,9.53,2020-10-14,0.0,livre
56454,11,6791,5.24,2020-4-24,0.0,livre
56455,1,2596,9.42,2020-1-27,0.0,livre
56456,27,2062,8.54,2020-12-27,0.0,en cour
56457,5,4353,1.9,2020-2-5,0.0,livre
56458,16,5730,0.49,2020-1-24,0.0,livre
56459,23,400,6.57,2020-11-13,0.0,livre
56460,16,4258,9.74,2020-2-6,0.0,livre
56461,37,170,5.57,2020-11-28,0.0,livre
56462,45,4030,8.39,2020-3-24,0.0,livre
56463,9,3690,4.14,2020-4-4,0.0,livre
56464,26,4776,4.12,2020-2-4,0.0,livre
56465,28,5512,8.53,2020-8-16,0.0,livre
56466,47,2915,6.71,2020-4-21,0.0,livre
56467,11,3323,6.42,2020-5-23,0.0,livre
56468,44,4341,2.5,2020-5-20,0.0,livre
56469,37,6676,7.93,2020-9-13,0.0,livre
56470,46,4835,9.73,2020-3-21,0.0,livre
56471,9,3864,1.84,2020-1-8,0.0,livre
56472,33,343,1.28,2020-3-26,0.0,livre
56473,28,350,9.74,2020-5-2,0.0,livre
56474,31,5276,8.63,2020-3-14,0.0,livre
56475,46,992,3.01,2020-3-19,0.0,livre
56476,21,2585,3.11,2020-4-19,0.0,livre
56477,41,2759,2.94,2020-10-4,0.0,livre
56478,33,3852,8.09,2020-3-25,0.0,livre
56479,17,7508,1.28,2020-9-30,0.0,livre
56480,17,2490,5.66,2020-6-13,0.0,livre
56481,30,7229,3.48,2020-10-5,0.0,livre
56482,32,5403,5.86,2020-9-12,0.0,livre
56483,40,6790,7.47,2020-2-25,0.0,livre
56484,4,1168,3.33,2020-11-4,0.0,livre
56485,47,7086,4.61,2020-5-9,0.0,livre
56486,9,1469,4.39,2020-11-26,0.0,livre
56487,47,598,3.26,2020-8-27,0.0,livre
56488,48,6823,7.46,2020-3-30,0.0,livre
56489,1,5473,4.75,2020-5-9,0.0,livre
56490,31,7668,7.15,2020-9-27,0.0,livre
56491,44,7492,1.5,2020-12-17,0.0,en cour
56492,24,788,8.88,2020-11-4,0.0,livre
56493,11,6283,5.01,2020-2-21,0.0,livre
56494,50,3563,4.17,2020-9-4,0.0,livre
56495,41,2104,9.5,2020-9-16,0.0,livre
56496,42,4960,4.01,2020-8-30,0.0,livre
56497,48,4297,0.84,2020-1-19,0.0,livre
56498,43,6174,9.79,2020-3-25,0.0,livre
56499,50,6478,0.61,2020-8-15,0.0,livre
56500,22,2160,5.56,2020-2-25,0.0,livre
56501,31,6181,3.62,2020-6-30,0.0,livre
56502,23,1136,0.7,2020-4-10,0.0,livre
56503,35,8168,6.72,2020-9-12,0.0,livre
56504,2,2945,3.75,2020-9-12,0.0,livre
56505,39,7188,5.47,2020-3-3,0.0,livre
56506,3,6833,8.2,2020-4-17,0.0,livre
56507,9,2170,1.1,2020-1-25,0.0,livre
56508,43,4132,4.17,2020-5-19,0.0,livre
56509,38,3043,0.26,2020-5-12,0.0,livre
56510,3,7998,8.66,2020-12-22,0.0,en cour
56511,18,1222,1.12,2020-1-10,0.0,livre
56512,12,4085,3.58,2020-8-14,0.0,livre
56513,41,2164,8.52,2020-12-27,0.0,en cour
56514,25,3947,6.72,2020-3-5,0.0,livre
56515,50,2547,2.88,2020-8-14,0.0,livre
56516,38,2075,1.41,2020-12-4,0.0,en cour
56517,12,7529,1.26,2020-1-19,0.0,livre
56518,30,5127,3.74,2020-5-15,0.0,livre
56519,41,4482,6.94,2020-10-1,0.0,livre
56520,3,8108,5.29,2020-3-6,0.0,livre
56521,19,1630,2.78,2020-9-18,0.0,livre
56522,10,6053,9.41,2020-2-9,0.0,livre
56523,35,8774,8.98,2020-1-22,0.0,livre
56524,18,4141,5.3,2020-10-4,0.0,livre
56525,33,3291,8.88,2020-1-28,0.0,livre
56526,27,3601,2.72,2020-3-22,0.0,livre
56527,40,22,4.99,2020-11-30,0.0,livre
56528,19,3109,6.42,2020-3-13,0.0,livre
56529,45,7471,4.14,2020-9-15,0.0,livre
56530,7,8292,9.08,2020-8-16,0.0,livre
56531,21,4095,6.85,2020-7-11,0.0,livre
56532,13,5318,2.49,2020-5-15,0.0,livre
56533,1,246,9.0,2020-1-11,0.0,livre
56534,31,2446,1.58,2020-9-12,0.0,livre
56535,7,138,7.07,2020-9-15,0.0,livre
56536,18,7721,3.36,2020-6-27,0.0,livre
56537,44,2352,2.76,2020-11-8,0.0,livre
56538,49,5389,2.72,2020-5-11,0.0,livre
56539,43,3853,8.95,2020-11-1,0.0,livre
56540,9,2475,5.22,2020-12-13,0.0,en cour
56541,2,372,3.29,2020-4-11,0.0,livre
56542,41,4845,0.08,2020-9-15,0.0,livre
56543,21,3811,9.89,2020-7-13,0.0,livre
56544,26,1563,3.2,2020-2-30,0.0,livre
56545,39,1845,4.94,2020-3-19,0.0,livre
56546,8,1633,6.46,2020-5-26,0.0,livre
56547,26,8935,8.59,2020-10-26,0.0,livre
56548,34,2408,9.0,2020-7-9,0.0,livre
56549,17,5307,2.38,2020-4-25,0.0,livre
56550,8,7383,1.71,2020-3-11,0.0,livre
56551,28,8556,7.36,2020-11-27,0.0,livre
56552,13,912,0.77,2020-4-29,0.0,livre
56553,6,4830,7.1,2020-9-7,0.0,livre
56554,6,6288,3.61,2020-10-23,0.0,livre
56555,3,607,3.17,2020-9-21,0.0,livre
56556,44,7057,8.41,2020-7-21,0.0,livre
56557,47,8871,8.98,2020-8-12,0.0,livre
56558,25,6068,5.56,2020-1-5,0.0,livre
56559,33,647,5.37,2020-8-30,0.0,livre
56560,37,4809,5.71,2020-1-4,0.0,livre
56561,9,5314,8.57,2020-5-14,0.0,livre
56562,23,5892,3.33,2020-1-19,0.0,livre
56563,34,8154,1.5,2020-7-9,0.0,livre
